prod_ai,drug_name,eu_num,hum_or_vet,procedure_type
ramipril,Vesdil,,Human,Referral
ramipril,Zenra,,Human,Referral
ramipril / hydrochlorothiazide,Cardace,,Human,Referral
ramipril / hydrochlorothiazide,Cotriatec,,Human,Referral
ramipril / hydrochlorothiazide,Delix,,Human,Referral
ramipril / hydrochlorothiazide,Hypren,,Human,Referral
ramipril / hydrochlorothiazide,Idroquark,,Human,Referral
ramipril / hydrochlorothiazide,RamiWin,,Human,Referral
ramipril / hydrochlorothiazide,Ramicor,,Human,Referral
ramipril / hydrochlorothiazide,Ramilich,,Human,Referral
ramipril / hydrochlorothiazide,Ramipril,,Human,Referral
ramipril / hydrochlorothiazide,Triatec,,Human,Referral
ramipril / hydrochlorothiazide,Tritace,,Human,Referral
ramipril / hydrochlorothiazide,Tritazide,,Human,Referral
ramipril / hydrochlorothiazide,Unipril Diur,,Human,Referral
ramipril / hydrochlorothiazide,Vesdil,,Human,Referral
ramucirumab,Cyramza,EU/1/14/957,Human,Centralised
ranibizumab,Lucentis,EU/1/06/374,Human,Centralised
ranolazine,Latixa,EU/1/08/462,Human,Centralised
rasagiline,Azilect,EU/1/04/304,Human,Centralised
rasagiline,Rasagiline Mylan,EU/1/16/1090,Human,Centralised
rasagiline,Rasagiline ratiopharm,EU/1/14/977,Human,Centralised
rasburicase,Fasturtec,EU/1/00/170,Human,Centralised
Recombinant coagulation factor VIII (octocog alfa),Helixate NexGen,EU/1/00/144,Human,Centralised
Recombinant coagulation factor VIII (octocog alfa),KOGENATE Bayer,EU/1/00/143,Human,Centralised
Recombinant Hepatitis B virus small surface antigen (HbsAg),HBVAXPRO,EU/1/01/183,Human,Centralised
Recombinant human C1-inhibitor,Rhucin,,Human,Centralised Refusal
recombinant human interferon-alfa-2a,Alpheon,,Human,Centralised Refusal
recombinant omega interferon of feline origin,Virbagen Omega,EU/2/01/030,Veterinary,Centralised
Recombinant Protein Q from L. infantum MON-1,LETIFEND,EU/2/16/195,Veterinary,Centralised
regadenoson,Rapiscan,EU/1/10/643,Human,Centralised
regorafenib,Stivarga,EU/1/13/858,Human,Centralised
Repaglinide,Enyglid,EU/1/09/580,Human,Centralised
Repaglinide,NovoNorm,EU/1/98/076,Human,Centralised
Repaglinide,Prandin,EU/1/00/162,Human,Centralised
Repaglinide,Repaglinide,,Human,Referral
Repaglinide,Repaglinide Accord,EU/1/11/743,Human,Centralised
Repaglinide,Repaglinide Krka,EU/1/09/579,Human,Centralised
Repaglinide,Repaglinide Teva,EU/1/09/530,Human,Centralised
reslizumab,Cinqaero,EU/1/16/1125,Human,Centralised
resocortol butyrate,Pruban,EU/2/00/024,Veterinary,Centralised
retapamulin,Altargo,EU/1/07/390,Human,Centralised
Reteplase,Ecokinase,EU/1/96/017,Human,Centralised
Reteplase,Rapilysin,EU/1/96/018,Human,Centralised
retigabine,Trobalt,EU/1/11/681,Human,Centralised
ribavirin,Cotronak,EU/1/99/106,Human,Centralised
ribavirin,Rebetol,EU/1/99/107,Human,Centralised
ribavirin,Ribavirin,,Human,Referral
ribavirin,Ribavirin BioPartners,EU/1/10/626,Human,Centralised
ribavirin,Ribavirin Mylan,EU/1/10/634,Human,Centralised
ribavirin,Ribavirin Teva,EU/1/09/509,Human,Centralised
ribavirin,Ribavirin Teva Pharma BV,EU/1/09/527,Human,Centralised
ribavirin,Ribavirin iQur,,Human,Referral
ribociclib,Kisqali,EU/1/17/1221,Human,Centralised
Rilonacept,Rilonacept Regeneron,EU/1/09/582,Human,Centralised
rilpivirine,EDURANT,EU/1/11/736,Human,Centralised
Riluzole,Rilutek,EU/1/96/010,Human,Centralised
Riluzole,Riluzole Zentiva,EU/1/12/768,Human,Centralised
Rimonabant,ACOMPLIA,EU/1/06/344,Human,Centralised
Rimonabant,Zimulti,EU/1/06/345,Human,Centralised
riociguat,Adempas,EU/1/13/907,Human,Centralised
risedronate sodium / calcium carbonate /cholecalciferol,Acrelcombi,,Human,Referral
risedronate sodium / calcium carbonate /cholecalciferol,Actocalcio D3,,Human,Referral
risedronate sodium / calcium carbonate /cholecalciferol,Fortipan Combi D and associated names,,Human,Referral
Risperidone,Actase,,Human,Referral
Risperidone,Belivon,,Human,Referral
Risperidone,Rehablit,,Human,Referral
Risperidone,Risperdal,,Human,Referral
Risperidone,Risperdal Consta,,Human,Referral
Risperidone,Risperdaloro,,Human,Referral
Risperidone,Risperidon-Janssen Consta,,Human,Referral
Risperidone,Risperidone J-C,,Human,Referral
Risperidone,Rispolept,,Human,Referral
Risperidone,Rispolept Consta,,Human,Referral
Risperidone,Rispolin,,Human,Referral
Risperidone,Rispolin Consta,,Human,Referral
Ritonavir,Norvir,EU/1/96/016,Human,Centralised
Ritonavir,Ritonavir Mylan,EU/1/17/1242,Human,Centralised
rituximab,Blitzima,EU/1/17/1205,Human,Centralised
rituximab,Mabthera,EU/1/98/067,Human,Centralised
rituximab,Ritemvia,EU/1/17/1207,Human,Centralised
rituximab,Rituzena,EU/1/17/1206,Human,Centralised
rituximab,Rixathon,EU/1/17/1185,Human,Centralised
rituximab,Riximyo,EU/1/17/1184,Human,Centralised
rituximab,Truxima,EU/1/16/1167,Human,Centralised
rivaroxaban,Xarelto,EU/1/08/472,Human,Centralised
Rivastigmine,Exelon,EU/1/98/066,Human,Centralised
Rivastigmine,Nimvastid,EU/1/09/525,Human,Centralised
Rivastigmine,Prometax,EU/1/98/092,Human,Centralised
Rivastigmine,Rivastigmine,,Human,Referral
Rivastigmine,Rivastigmine 1 A Pharma,EU/1/09/585,Human,Centralised
Rivastigmine,Rivastigmine 3M Health Care Ltd.,EU/1/14/911,Human,Centralised
Rivastigmine,Rivastigmine Actavis,EU/1/11/693,Human,Centralised
Rivastigmine,Rivastigmine HEXAL,EU/1/09/589,Human,Centralised
Rivastigmine,Rivastigmine Sandoz,EU/1/09/599,Human,Centralised
Rivastigmine,Rivastigmine Teva,EU/1/09/513,Human,Centralised
Robenacoxib,Onsior,EU/2/08/089,Veterinary,Centralised
Rofecoxib,Acoxxin,,Human,Referral
Rofecoxib,Arofexx,,Human,Referral
Rofecoxib,Axxelor,,Human,Referral
Rofecoxib,Balasys,,Human,Referral
Rofecoxib,Ceoxx,,Human,Referral
Rofecoxib,Ceoxxa,,Human,Referral
Rofecoxib,Coxxid,,Human,Referral
Rofecoxib,Coxxil,,Human,Referral
Rofecoxib,Dolcoxx,,Human,Referral
Rofecoxib,Dolostop,,Human,Referral
Rofecoxib,Flogoxxa,,Human,Referral
Rofecoxib,Foldoxx,,Human,Referral
Rofecoxib,Meoroxx,,Human,Referral
Rofecoxib,Meroxx,,Human,Referral
Rofecoxib,Miraxx,,Human,Referral
Rofecoxib,Movtor,,Human,Referral
Rofecoxib,Peroxx,,Human,Referral
Rofecoxib,Recox,,Human,Referral
Rofecoxib,Rofecoxib,,Human,Referral
Rofecoxib,Rofecoxib MSD,,Human,Referral
Rofecoxib,Trioxx,,Human,Referral
Rofecoxib,Vioxx,,Human,Referral
Rofecoxib,Vioxx Dolor,,Human,Referral
Rofecoxib,Vioxxacute,,Human,Referral
Rofecoxib,Vioxxakut,,Human,Referral
Rofecoxib,Vioxxalt,,Human,Referral
Rofecoxib,Vioxxdolor,,Human,Referral
roflumilast,Daliresp,EU/1/11/668,Human,Centralised
roflumilast,Daxas,EU/1/10/636,Human,Centralised
roflumilast,Libertek,EU/1/11/666,Human,Centralised
rolapitant,Varuby,EU/1/17/1180,Human,Centralised
romidepsin,Istodax,,Human,Centralised Refusal
romiplostim,Nplate,EU/1/08/497,Human,Centralised
Ropinirole,Adartrel,,Human,Referral
Ropinirole,Clevor,EU/2/17/222,Veterinary,Centralised
Rosiglitazone,Avandia,EU/1/00/137,Human,Centralised
Rosiglitazone,Nyracta,EU/1/00/139,Human,Centralised
Rosiglitazone,VENVIA,EU/1/00/138,Human,Centralised
Rosiglitazone / glimepiride,Avaglim,EU/1/06/349,Human,Centralised
rosiglitazone / metformin,Avandamet,EU/1/03/258,Human,Centralised
rosuvastatin,Cirantan,,Human,Referral
rosuvastatin,"    ,,",,Human,Referral
rosuvastatin,Crestor,,Human,Referral
rosuvastatin,"    ,,",,Human,Referral
rosuvastatin,Crestor and associated names,,Human,Referral
rosuvastatin,Provisacor,,Human,Referral
rosuvastatin,"    ,,",,Human,Referral
rosuvastatin,Rosuvastatin AstraZeneca,,Human,Referral
rosuvastatin,"    ,,",,Human,Referral
rosuvastatin,Simestat,,Human,Referral
rosuvastatin,"    ,,",,Human,Referral
rosuvastatin,Visacor,,Human,Referral
rosuvastatin,"    ,,",,Human,Referral
Rotavirus vaccine,RotaShield,EU/1/99/105,Human,Centralised
"Rotavirus vaccine, live",Rotarix,EU/1/05/330,Human,Centralised
"Rotavirus vaccine (live, oral)",RotaTeq,EU/1/06/348,Human,Centralised
Rotigotine,Leganto,EU/1/11/695,Human,Centralised
Rotigotine,Neupro,EU/1/05/331,Human,Centralised
Rufinamide,Inovelon,EU/1/06/378,Human,Centralised
rurioctocog alfa pegol,ADYNOVI,EU/1/17/1247,Human,Centralised
ruxolitinib,Jakavi,EU/1/12/773,Human,Centralised
sacubitril / valsartan,Entresto,EU/1/15/1058,Human,Centralised
sacubitril / valsartan,Neparvis,EU/1/16/1103,Human,Centralised
safinamide,Xadago,EU/1/14/984,Human,Centralised
salbutamol,Sabumalin,,Human,Referral
salbutamol,Sabumalin and associated names,,Human,Referral
salbutamol,SalbuHEXAL N,,Human,Referral
salbutamol,SalbuLEK,,Human,Referral
salbutamol,Salbul,,Human,Referral
salbutamol,Salbutamol Hexal,,Human,Referral
salbutamol,Salbutamol Lek,,Human,Referral
salbutamol,Salbutamol Sandoz,,Human,Referral
salbutamol,Sanohex,,Human,Referral
salbutamol,Sanohex and associated names,,Human,Referral
Salmeterol and fluticasone propionate,Aliflus,,Human,Referral
Salmeterol and fluticasone propionate,Veraspir,,Human,Referral
Salmeterol and fluticasone propionate,Viani,,Human,Referral
salmeterol/fluticasone propionate,Aerivio Spiromax,EU/1/16/1122,Human,Centralised
salmeterol/fluticasone propionate,Airexar Spiromax,EU/1/16/1123,Human,Centralised
salmetreol and fluticasone propionate,Atmadisc,,Human,Referral
salmetreol and fluticasone propionate,Seretide,,Human,Referral
salmetreol and fluticasone propionate,Seretide Accuhaler,,Human,Referral
salmetreol and fluticasone propionate,Seretide Diskus,,Human,Referral
Salmon pancreas disease vaccine (recombinant DNA plasmid),CLYNAV,EU/2/16/197,Veterinary,Centralised
Samarium [153 Sm] lexidronam pentasodium,Quadramet,EU/1/97/057,Human,Centralised
sapropterin dihydrochloride,Kuvan,EU/1/08/481,Human,Centralised
Saquinavir,Fortovase,EU/1/98/075,Human,Centralised
Saquinavir,Invirase,EU/1/96/026,Human,Centralised
sarilumab,Kevzara,EU/1/17/1196,Human,Centralised
sarolaner,MiPet Easecto,EU/2/17/220,Veterinary,Centralised
sarolaner,Simparica,EU/2/15/191,Veterinary,Centralised
Saruplase,Rescupase,,Human,Centralised Refusal
saxagliptin,Onglyza,EU/1/09/545,Human,Centralised
saxagliptin / dapagliflozin,Qtern,EU/1/16/1108,Human,Centralised
saxagliptin / metformin,Komboglyze,EU/1/11/731,Human,Centralised
sebelipase alfa,Kanuma,EU/1/15/1033,Human,Centralised
secukinumab,Cosentyx,EU/1/14/980,Human,Centralised
Selamectin,Stronghold,EU/2/99/014,Veterinary,Centralised
selamectin / sarolaner,Stronghold Plus,EU/2/16/204,Veterinary,Centralised
selexipag,Uptravi,EU/1/15/1083,Human,Centralised
semaglutide,Ozempic,EU/1/17/1251,Human,Centralised
serelaxin,Reasanz,,Human,Centralised Refusal
Sertindole,Serdolect,,Human,Referral
Sertindole,Sertindole,,Human,Referral
Sertindole,Zerdol,,Human,Referral
sertraline,Besitran,,Human,Referral
sertraline,Lustral,,Human,Referral
sertraline,Serlain,,Human,Referral
sertraline,Sertralina Pfizer,,Human,Referral
sertraline,Sertraline Beral,,Human,Referral
sertraline,Sertraline Pfizer,,Human,Referral
sertraline,Tatig,,Human,Referral
sertraline,Tresleen,,Human,Referral
sertraline,Zoloft,,Human,Referral
Sevelamer,Renagel,EU/1/99/123,Human,Centralised
Sevelamer,Sevelamer,,Human,Referral
sevelamer (carbonate),Renvela,EU/1/09/521,Human,Centralised
sevelamer (carbonate),Sevelamer carbonate Zentiva,EU/1/14/952,Human,Centralised
sevelamer hydrochloride,Tasermity,EU/1/14/953,Human,Centralised
Sevoflurane,SevoFlo,EU/2/02/035,Veterinary,Centralised
Sevoflurane,Sevohale,EU/2/16/196,Veterinary,Centralised
shingles (herpes zoster) vaccine (live),Zostavax,EU/1/06/341,Human,Centralised
Sibutramine,Afibron,,Human,Referral
Sibutramine,ECTIVA,,Human,Referral
Sibutramine,Lindaxa,,Human,Referral
Sibutramine,Meissa,,Human,Referral
Sibutramine,Meridia,,Human,Referral
Sibutramine,Minimacin,,Human,Referral
Sibutramine,Minimectil,,Human,Referral
Sibutramine,Obesan,,Human,Referral
Sibutramine,Reductil,,Human,Referral
Sibutramine,Reduxade,,Human,Referral
Sibutramine,Reduxate,,Human,Referral
Sibutramine,Sibutral,,Human,Referral
Sibutramine,Sibutramin,,Human,Referral
Sibutramine,Sibutramina,,Human,Referral
Sibutramine,Sibutramine,,Human,Referral
Sibutramine,Sibutramina,,Human,Referral
Sibutramine,Sibutril,,Human,Referral
Sibutramine,Siluton,,Human,Referral
Sibutramine,Sitrane,,Human,Referral
Sibutramine,Zelium,,Human,Referral
Sibutramine,Zelixa,,Human,Referral
sildenafil,Granpidam,EU/1/16/1137,Human,Centralised
sildenafil,Mysildecard,EU/1/16/1134,Human,Centralised
sildenafil,Patrex,EU/1/98/078,Human,Centralised
sildenafil,Revatio,EU/1/05/318,Human,Centralised
sildenafil,Sildenafil Actavis,EU/1/09/595,Human,Centralised
sildenafil,Sildenafil Teva,EU/1/09/584,Human,Centralised
sildenafil,Sildenafil ratiopharm,EU/1/09/603,Human,Centralised
sildenafil,Viagra,EU/1/98/077,Human,Centralised
sildenafil,Vizarsin,EU/1/09/551,Human,Centralised
silodosin,Silodyx,EU/1/09/607,Human,Centralised
silodosin,Urorec,EU/1/09/608,Human,Centralised
siltuximab,Sylvant,EU/1/14/928,Human,Centralised
simeprevir,OLYSIO,EU/1/14/924,Human,Centralised
simoctocog alfa,Nuwiq,EU/1/14/936,Human,Centralised
simoctocog alfa,Vihuma,EU/1/16/1168,Human,Centralised
simvastatin,Bozara,,Human,Referral
simvastatin,Colemin,,Human,Referral
simvastatin,Corolin,,Human,Referral
simvastatin,Denan,,Human,Referral
simvastatin,Lipocard,,Human,Referral
simvastatin,Liponorm,,Human,Referral
simvastatin,Lodales,,Human,Referral
simvastatin,Medipo,,Human,Referral
simvastatin,Pantok,,Human,Referral
simvastatin,"Simvastatin 10, 20, 40, 80 mg and associated names",,Human,Referral
simvastatin,Simvastatin Krka,,Human,Referral
simvastatin,Simvastatin Vale and associated names,,Human,Referral
simvastatin,Simvastatine,,Human,Referral
simvastatin,Sinvacor,,Human,Referral
simvastatin,Sivastin,,Human,Referral
simvastatin,Vacolest,,Human,Referral
simvastatin,Zemox,,Human,Referral
simvastatin,Zoco,,Human,Referral
simvastatin,Zocor,,Human,Referral
simvastatin,Zocord,,Human,Referral
sirolimus,Rapamune,EU/1/01/171,Human,Centralised
sitagliptin,Januvia,EU/1/07/383,Human,Centralised
sitagliptin,Ristaben,EU/1/10/621,Human,Centralised
sitagliptin,Tesavel,EU/1/07/435,Human,Centralised
sitagliptin,Xelevia,EU/1/07/382,Human,Centralised
sitagliptin / metformin hydrochloride,Efficib,EU/1/08/457,Human,Centralised
sitagliptin / metformin hydrochloride,Janumet,EU/1/08/455,Human,Centralised
sitagliptin / metformin hydrochloride,Ristfor,EU/1/10/620,Human,Centralised
sitagliptin / metformin hydrochloride,Velmetia,EU/1/08/456,Human,Centralised
Sitaxentan sodium,Thelin,EU/1/06/353,Human,Centralised
"(S)-Methoprene, Fipronil, Amitraz",CERTIFECT,EU/2/11/125,Veterinary,Centralised
Sodium oxybate,Alcover and associated names,,Human,Referral
Sodium oxybate,Alcoversolid,,Human,Referral
Sodium oxybate,Sodium oxybate,,Human,Referral
Sodium oxybate,Xyrem,EU/1/05/312,Human,Centralised
Sodium phenylbutyrate,Ammonaps,EU/1/99/120,Human,Centralised
Sodium phenylbutyrate,PHEBURANE,EU/1/13/822,Human,Centralised
sodium salicylate,Asprimax,,Veterinary,Referral
sodium salicylate,Na-Salicylaat,,Veterinary,Referral
sodium salicylate,Sodium salicylate,,Veterinary,Referral
sodium salicylate,Solacyl,,Veterinary,Referral
sodium salicylate,Solacyl 100 % powder for oral solution,,Veterinary,Referral
sodium zirconium cyclosilicate,Lokelma,EU/1/17/1173,Human,Centralised
sofosbuvir,Sovaldi,EU/1/13/894,Human,Centralised
sofosbuvir/velpatasvir,Epclusa,EU/1/16/1116,Human,Centralised
sofosbuvir / velpatasvir / voxilaprevir,Vosevi,EU/1/17/1223,Human,Centralised
Somatotropin,Genotonorm,,Human,Referral
Somatotropin,"    ,,",,Human,Referral
Somatotropin,Genotropin,,Human,Referral
Somatotropin,"    ,,",,Human,Referral
Somatotropin,Norditropin,,Human,Referral
Somatotropin,"    ,,",,Human,Referral
Somatotropin,Norditropin FlexPro,,Human,Referral
Somatotropin,Norditropin NordiFlex,,Human,Referral
Somatotropin,Norditropin SimpleXx,,Human,Referral
Somatotropin,Norditropine FlexPro,,Human,Referral
Somatotropin,Norditropine NordiFlex,,Human,Referral
Somatotropin,Norditropine SimpleXx,,Human,Referral
Somatotropin,Somatropin (Genotropin),,Human,Referral
Somatotropin,Somatropin (Norditropin),,Human,Referral
Somatotropin,Somatropin Novo Nordisk,,Human,Referral
Somatropin,NutropinAq,EU/1/00/164,Human,Centralised
Somatropin,Saizen (and associated names) and Humatrope (and associated names),,Human,Referral
Somatropin,Serostim,,Human,Centralised Refusal
Somatropin,Somatropin,,Human,Referral
Somatropin,"    ,,",,Human,Referral
Somatropin,Somatropin Biopartners,EU/1/13/849,Human,Centralised
Somatropin,SurePal,EU/1/06/332,Human,Centralised
Somatropin,Valtropin,EU/1/06/335,Human,Centralised
sonidegib,Odomzo,EU/1/15/1030,Human,Centralised
Sorafenib,Nexavar,EU/1/06/342,Human,Centralised
Sparfloxacin,Zagam 100,,Human,Referral
Sparfloxacin,Zagam 200,,Human,Referral
spectinomycin and lincomycin,Linco-Spectin 100 and its associated names,,Veterinary,Referral
spectinomycin and lincomycin,Lincomycin,,Veterinary,Referral
spectinomycin and lincomycin,Lincomycin / spectinomycin,,Veterinary,Referral
spectinomycin and lincomycin,Lincomycin hydrochloride / spectinomycin sulphate,,Veterinary,Referral
spheroids of human autologous matrix-associated chondrocytes,Spherox,EU/1/17/1181,Human,Centralised
Spinosad,Comfortis,EU/2/10/115,Veterinary,Centralised
Spinosad / Milbemycin oxime,Trifexis,EU/2/13/155,Veterinary,Centralised
Spiramycin,Captalin,,Veterinary,Referral
Spiramycin,Spiramycine CEVA,,Veterinary,Referral
Spiramycin,Spirovet,,Veterinary,Referral
Spiramycin,"Suanovil 20 and associated names, Captalin and associated names and generic products thereof",,Veterinary,Referral
Spironolactone,Spironolactone Ceva,EU/2/07/074,Veterinary,Centralised
Stavudine,Zerit,EU/1/96/009,Human,Centralised
Stiripentol,Diacomit,EU/1/06/367,Human,Centralised
Strontium ranelate,Osseor,EU/1/04/287,Human,Centralised
Strontium ranelate,Protelos,EU/1/04/288,Human,Centralised
Sufentanil,Zalviso,EU/1/15/1042,Human,Centralised
sugammadex,Bridion,EU/1/08/466,Human,Centralised
Sulesomab,LeukoScan,EU/1/97/032,Human,Centralised
sulphur hexafluoride,SonoVue,EU/1/01/177,Human,Centralised
sumatriptan,Sumatriptan Galpharm,,Human,Centralised Refusal
sunitinib,Sutent,EU/1/06/347,Human,Centralised
susoctocog alfa,Obizur,EU/1/15/1035,Human,Centralised
Symbioflor 2 and associated names containing Escherichia coli bacteria (cells and autolysate),Symbioflor 2,,Human,Referral
Symbioflor 2 and associated names containing Escherichia coli bacteria (cells and autolysate),Symbioflor 2 and associated names containing Escherichia coli bacteria (cells and autolysate),,Human,Referral
Symbioflor 2 and associated names containing Escherichia coli bacteria (cells and autolysate),Symbioflor E. Coli,,Human,Referral
Symbioflor 2 and associated names containing Escherichia coli bacteria (cells and autolysate),Symbioflor Escherichia,,Human,Referral
Tacrolimus,Advagraf,EU/1/07/387,Human,Centralised
Tacrolimus,Envarsus,EU/1/14/935,Human,Centralised
Tacrolimus,Modigraf,EU/1/09/523,Human,Centralised
Tacrolimus,Prograf,,Human,Referral
Tacrolimus,Prograft,,Human,Referral
Tacrolimus,Protopic,EU/1/02/201,Human,Centralised
Tacrolimus,Protopy,EU/1/02/202,Human,Centralised
Tacrolimus,Tacforius,EU/1/17/1244,Human,Centralised
tadalafil,Adcirca,EU/1/08/476,Human,Centralised
tadalafil,Cialis,EU/1/02/237,Human,Centralised
tadalafil,Tadalafil Lilly,EU/1/17/1177,Human,Centralised
tadalafil,Tadalafil Mylan,EU/1/14/961,Human,Centralised
tadalafil,Talmanco,EU/1/16/1153,Human,Centralised
tafamidis,Vyndaqel,EU/1/11/717,Human,Centralised
Taliglucerase alfa,Elelyso,,Human,Centralised Refusal
talimogene laherparepvec,Imlygic,EU/1/15/1064,Human,Centralised
tasimelteon,Hetlioz,EU/1/15/1008,Human,Centralised
Tasonermin (Tumor Necrosis Factor alfa-1a),Beromun,EU/1/99/097,Human,Centralised
tedizolid phosphate,Sivextro,EU/1/15/991,Human,Centralised
teduglutide,Revestive,EU/1/12/787,Human,Centralised
Tegafur / gimeracil / oteracil,Teysuno,EU/1/11/669,Human,Centralised
tegaserod,Zelnorm,,Human,Centralised Refusal
teicoplanin,Targocid and associated names,,Human,Referral
teicoplanin,Targosid,,Human,Referral
teicoplanin,Teicomid,,Human,Referral
teicoplanin,Teicoplanin,,Human,Referral
teicoplanin,Teicoplanin Hospira and associated names,,Human,Referral
teicoplanin,Teicoplanin Mayne Hospira,,Human,Referral
teicoplanin,Teicoplanin Sanofi-Aventis,,Human,Referral
telaprevir,Incivo,EU/1/11/720,Human,Centralised
telavancin,Vibativ,EU/1/11/705,Human,Centralised
telbivudine,Sebivo,EU/1/07/388,Human,Centralised
telithromycin,Ketek,EU/1/01/191,Human,Centralised
telithromycin,Levviax,EU/1/01/192,Human,Centralised
